motor,seed,controller,avg_power_saving_pct,avg_eta_gain_pct,err_failures,start_stop_power_saving_pct,worst_current_peak_ratio,worst_current_mean_ratio,avg_controller_speed_err,checkpoint,supervisor_source
air56,404,FOC,0.0,0.0,0.0,0.0,1.0,1.0,3.516806350257248,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,n/a
air56,404,MIC,0.5763272819896914,0.18874458570594943,2.0,-0.21170899601214987,1.0499002823271937,1.0024677039169743,3.7671867893877518,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,config
air56,505,PI,0.0,0.0,0.0,0.0,1.0,1.0,3.516806350257248,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,baseline
air56,505,FOC,0.0,0.0,0.0,0.0,1.0,1.0,3.516806350257248,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,n/a
air56,505,MIC,0.5763272819896914,0.18874458570594943,2.0,-0.21170899601214987,1.0499002823271937,1.0024677039169743,3.7671867893877518,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,config
al31,101,PI,0.0,0.0,0.0,0.0,1.0,1.0,1.1896475924104453,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,baseline
al31,101,FOC,0.0,0.0,0.0,0.0,1.0,1.0,1.1896475924104453,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,n/a
al31,101,MIC,2.0846206125561286,0.006717149676563339,0.0,8.23476985501863,1.030241786659909,1.028761675898339,1.0453012573286526,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,config
al31,202,PI,0.0,0.0,0.0,0.0,1.0,1.0,1.1896475924104453,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,baseline
al31,202,FOC,0.0,0.0,0.0,0.0,1.0,1.0,1.1896475924104453,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,n/a
al31,202,MIC,2.0846206125561286,0.006717149676563339,0.0,8.23476985501863,1.030241786659909,1.028761675898339,1.0453012573286526,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,config
al31,303,PI,0.0,0.0,0.0,0.0,1.0,1.0,1.1896475924104453,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,baseline
al31,303,FOC,0.0,0.0,0.0,0.0,1.0,1.0,1.1896475924104453,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,n/a
al31,303,MIC,2.0846206125561286,0.006717149676563339,0.0,8.23476985501863,1.030241786659909,1.028761675898339,1.0453012573286526,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,config
al31,404,PI,0.0,0.0,0.0,0.0,1.0,1.0,1.1896475924104453,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,baseline
al31,404,FOC,0.0,0.0,0.0,0.0,1.0,1.0,1.1896475924104453,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,n/a
al31,404,MIC,2.0846206125561286,0.006717149676563339,0.0,8.23476985501863,1.030241786659909,1.028761675898339,1.0453012573286526,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,config
al31,505,PI,0.0,0.0,0.0,0.0,1.0,1.0,1.1896475924104453,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,baseline
al31,505,FOC,0.0,0.0,0.0,0.0,1.0,1.0,1.1896475924104453,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,n/a
al31,505,MIC,2.0846206125561286,0.006717149676563339,0.0,8.23476985501863,1.030241786659909,1.028761675898339,1.0453012573286526,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,config
ao2,101,PI,0.0,0.0,0.0,0.0,1.0,1.0,9.229516518220306,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,baseline
ao2,101,FOC,0.0,0.0,0.0,0.0,1.0,1.0,9.229516518220306,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,n/a
ao2,101,MIC,0.0918235279989632,0.019141702794067683,0.0,-0.013925151809845993,1.034720428169157,1.013566263058857,9.235282146588276,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,config
ao2,202,PI,0.0,0.0,0.0,0.0,1.0,1.0,9.229516518220306,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,baseline
ao2,202,FOC,0.0,0.0,0.0,0.0,1.0,1.0,9.229516518220306,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,n/a
ao2,202,MIC,0.0918235279989632,0.019141702794067683,0.0,-0.013925151809845993,1.034720428169157,1.013566263058857,9.235282146588276,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,config
ao2,303,PI,0.0,0.0,0.0,0.0,1.0,1.0,9.229516518220306,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,baseline
ao2,303,FOC,0.0,0.0,0.0,0.0,1.0,1.0,9.229516518220306,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,n/a
ao2,303,MIC,0.0918235279989632,0.019141702794067683,0.0,-0.013925151809845993,1.034720428169157,1.013566263058857,9.235282146588276,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,config
ao2,404,PI,0.0,0.0,0.0,0.0,1.0,1.0,9.229516518220306,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,baseline
ao2,404,FOC,0.0,0.0,0.0,0.0,1.0,1.0,9.229516518220306,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,n/a
ao2,404,MIC,0.0918235279989632,0.019141702794067683,0.0,-0.013925151809845993,1.034720428169157,1.013566263058857,9.235282146588276,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,config
ao2,505,PI,0.0,0.0,0.0,0.0,1.0,1.0,9.229516518220306,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,baseline
ao2,505,FOC,0.0,0.0,0.0,0.0,1.0,1.0,9.229516518220306,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,n/a
ao2,505,MIC,0.0918235279989632,0.019141702794067683,0.0,-0.013925151809845993,1.034720428169157,1.013566263058857,9.235282146588276,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,config
